Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Dim,Mix Block Dim,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,29,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759036750.918	,1.280,2250.820000,1,0,NO,""";""",FLOAT;FLOAT,ND;ND,"""""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.792,1306,0.085,0.107,0.21,0.265,0.189,0.239,0.103,0.13,0.2,0.000
0,4294967295,30,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759038970.818	,1.660,2218.470000,1,0,NO,""";""",INT32;INT32,ND;ND,"""""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.155,1906,0.08,0.069,0.218,0.188,0.357,0.309,0.26,0.225,0.167,0.000
0,4294967295,31,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759041220.778	,1.380,2248.340000,1,0,NO,""";""",INT8;INT8,ND;ND,"""""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883,1457,0.133,0.151,0.208,0.235,0.184,0.209,0.104,0.118,0.2,0.000
0,4294967295,32,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759043426.698	,1.740,2204.620000,1,0,NO,""";""",UINT8;UINT8,ND;ND,"""""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.232,2033,0.133,0.108,0.222,0.181,0.384,0.311,0.277,0.225,0.2,0.000
0,4294967295,33,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759045611.838	,1.400,2183.260000,1,0,NO,""";""",BOOL;BOOL,ND;ND,"""""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1468,0.133,0.15,0.222,0.249,0.201,0.225,0.11,0.123,0.2,0.000
0,4294967295,34,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759047823.538	,1.680,2210.350000,1,0,NO,""";""",DT_BF16;DT_BF16,ND;ND,"""""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.158,1911,0.113,0.097,0.22,0.19,0.368,0.318,0.27,0.233,0.185,0.000
0,4294967295,35,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759054030.138	,12.560,6205.070000,40,0,NO,"""1048576;1048576""",FLOAT16;FLOAT16,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.555,696605,0.882,0.084,0.206,0.02,6.937,0.657,2.461,0.233,0.156,0.000
0,4294967295,36,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759065293.318	,27.100,11250.440000,40,0,NO,"""1048576;1048576""",FLOAT;FLOAT,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.795,1570492,6.369,0.268,5.57,0.234,12.981,0.546,2.165,0.091,0.008,0.000
0,4294967295,37,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759073303.598	,25.200,7983.150000,40,0,NO,"""1048576;1048576""",DT_BF16;DT_BF16,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.571,1489655,7.12,0.315,5.483,0.243,9.121,0.404,3.17,0.14,0.008,0.000
0,4294967295,38,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759084096.238	,18.760,10767.550000,40,0,NO,"""1048576;1048576""",INT32;INT32,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.733,1104399,0.988,0.059,0.242,0.014,12.385,0.74,3.58,0.214,0.175,0.000
0,4294967295,39,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759090158.398	,9.680,6043.490000,40,0,NO,"""1048576;1048576""",INT8;INT8,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.675,506552,1.449,0.189,0.158,0.021,3.726,0.486,0.684,0.089,0.196,0.000
0,4294967295,40,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759096088.938	,10.460,5920.820000,40,0,NO,"""1048576;1048576""",UINT8;UINT8,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.472,559153,1.449,0.171,0.159,0.019,4.316,0.509,0.663,0.078,0.196,0.000
0,4294967295,41,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759102090.058	,10.700,5990.540000,40,0,NO,"""1048576;1048576""",BOOL;BOOL,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.669,572162,1.449,0.167,0.158,0.018,4.418,0.51,0.669,0.077,0.198,0.000
0,4294967295,42,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759108326.898	,12.380,6226.300000,40,0,NO,"""1048576;1048576""",FLOAT16;FLOAT16,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.794,712428,0.882,0.082,0.206,0.019,7.675,0.711,2.562,0.237,0.153,0.000
0,4294967295,43,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759117591.758	,24.100,9252.370000,40,0,NO,"""1048576;1048576""",FLOAT;FLOAT,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.958,1449241,6.369,0.29,6.004,0.273,11.302,0.515,2.162,0.098,0.005,0.000
0,4294967295,44,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759126838.558	,19.040,9222.650000,40,0,NO,"""1048576;1048576""",INT32;INT32,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.719,1103425,0.988,0.059,0.239,0.014,12.511,0.748,3.398,0.203,0.132,0.000
0,4294967295,45,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759131655.018	,9.660,4797.460000,40,0,NO,"""1048576;1048576""",INT8;INT8,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.174,539456,1.449,0.177,0.159,0.019,4.66,0.57,0.833,0.102,0.191,0.000
0,4294967295,46,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759135999.558	,10.300,4334.840000,40,0,NO,"""1048576;1048576""",UINT8;UINT8,ND;ND,"""1048576""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.939,589981,1.449,0.162,0.156,0.017,5.082,0.569,0.741,0.083,0.198,0.000
0,4294967295,47,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759138285.938	,1.340,2276.200000,1,0,NO,"""1024;1024""",FLOAT16;FLOAT16,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.786,1297,0.091,0.116,0.235,0.298,0.247,0.314,0.115,0.146,0.161,0.000
0,4294967295,48,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759139152.378	,2.120,865.160000,1,0,NO,"""1024;1024""",FLOAT;FLOAT,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.562,2577,0.286,0.183,0.275,0.176,0.615,0.393,0.299,0.191,0.18,0.000
0,4294967295,49,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759139994.458	,1.400,839.880000,1,0,NO,"""1024;1024""",INT32;INT32,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841,1387,0.074,0.088,0.244,0.29,0.278,0.33,0.122,0.146,0.167,0.000
0,4294967295,50,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759140840.138	,1.820,844.350000,1,0,NO,"""1024;1024""",INT8;INT8,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.238,2042,0.136,0.11,0.236,0.19,0.444,0.358,0.3,0.242,0.179,0.000
0,4294967295,51,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759141720.858	,1.480,878.680000,1,0,NO,"""1024;1024""",UINT8;UINT8,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885,1461,0.136,0.153,0.234,0.264,0.25,0.283,0.128,0.144,0.179,0.000
0,4294967295,52,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759142546.278	,1.660,824.020000,1,0,NO,"""1024;1024""",BOOL;BOOL,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188,1961,0.136,0.114,0.22,0.185,0.423,0.356,0.295,0.248,0.179,0.000
0,4294967295,53,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759143368.138	,1.740,820.340000,1,0,NO,"""1024;1024""",DT_BF16;DT_BF16,ND;ND,"""1024""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.267,2091,0.327,0.258,0.268,0.212,0.426,0.336,0.121,0.096,0.172,0.000
0,4294967295,54,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759145795.178	,2.000,2425.260000,1,0,NO,"""2048;2048""",FLOAT16;FLOAT16,ND;ND,"""2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,2500,0.12,0.079,0.235,0.155,0.65,0.429,0.29,0.192,0.161,0.000
0,4294967295,55,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759148074.818	,2.440,2277.500000,1,0,NO,"""2048;2048""",FLOAT;FLOAT,ND;ND,"""2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.936,3194,0.522,0.27,0.328,0.169,0.434,0.224,0.342,0.177,0.035,0.000
0,4294967295,56,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759150316.458	,2.260,2239.310000,1,0,NO,"""2048;2048""",INT32;INT32,ND;ND,"""2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.737,2866,0.095,0.055,0.246,0.142,0.859,0.495,0.317,0.182,0.167,0.000
0,4294967295,57,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759152495.738	,1.900,2176.990000,1,0,NO,"""2048;2048""",INT8;INT8,ND;ND,"""2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.385,2285,0.182,0.132,0.239,0.172,0.432,0.312,0.319,0.231,0.179,0.000
0,4294967295,58,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759154705.918	,1.940,2208.350000,1,0,NO,"""2048;2048""",UINT8;UINT8,ND;ND,"""2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.419,2341,0.182,0.129,0.243,0.171,0.459,0.324,0.324,0.228,0.179,0.000
0,4294967295,59,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759156875.758	,1.580,2167.810000,1,0,NO,"""2048;2048""",BOOL;BOOL,ND;ND,"""2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.051,1734,0.182,0.174,0.243,0.231,0.257,0.245,0.139,0.133,0.179,0.000
0,4294967295,60,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759159121.658	,2.520,2244.420000,1,0,NO,"""2048;2048""",DT_BF16;DT_BF16,ND;ND,"""2048""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033,3354,0.593,0.292,0.371,0.182,0.628,0.309,0.318,0.156,0.028,0.000
0,4294967295,61,2,NotEqual,NotEqual,dynamic,AI_VECTOR_CORE,1762193759161346.478	,2.140,2222.230000,2,0,NO,"""4096;4096""",FLOAT16;FLOAT16,ND;ND,"""4096""",BOOL,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.401,4623,0.12,0.086,0.197,0.14,0.485,0.346,0.326,0.233,0.178,0.000
